title,content,comment
뉴비 템분해 질문,안녕하세요아이템 분해 문의드립니다욘 보상으로 960 됐고그 전에 끼던템들은 분해하고 분해안되는건 상점에 팔래서 다 팔았구요퀘스트나 보스에서 주운 탄생의돌 같은거자기 직업꺼 아니면 분해나 판매해도 돼나여??예를들면 창술 원한 예둔 이런게 아니라 다른거면,그냥아무거나세공해서끼고다니셔도됩니다체력조금올려주거든요
뉴비입니다...도움좀 주세요,"로아 시작한지 얼마 안 된 뉴비입니다스토리 이제 슈샤이어 다 깨고 로헨델 가려는데아이템 레벨이 460이 넘어야 한다고 합니다.카던이랑 가디언 토벌, 에포나 꾸준히 하고 있는데궁금한게 있어서 질문드립니다카던에서 1티어 아이템을 얻어 재련하다 기존 장비보다 더 좋은장비가 드롭되면 기존 장비는 버리고 다시 재련하나요?","혹시스익이나하익은적용하셧나요?점핑권이라든지, 아뇨안했습니다, 스토리익스프레스라고처음부터스토리볼수있게도와주는게하나있는데...근데아마캐릭터처음만들었을때설정가능할겁니다본인이가야되는대륙에맞춰서장비,악세를지원해주거든요, 일단질문에대한답변은품질이더좋은장비가뜬다면계승시켜도되고안하셔도됩니다어차피금방지나가는구간이라서, 로헨델이면대략10시간쯤하셨던거같은데..개인적으로는다시키우시길추천드려요.캐릭을새로만들고스토리익스프레스를적용하셔서키우세요.왜필요한지는유튜브영상링크해둘게요, 스익을쓰면각로헨델이나욘진입시필요한아이템레벨달성에필요한장비를그냥우편으로바로줘요스토리만쭉밀수있게요.그리고최종컴플릿보상이너무엄청난거라꼭하시는게좋아요, 이분말이맞긴합니다지금키운캐릭이아깝긴하지만나중을위해서라면새로하나더만드셔서스익설정하시고키우시던건점핑권+하익쓰시거나나중에다시하시는게좋아요"
뉴비 블레 길 좀 알려주셔용,"갓 1415 찍고 이 상태입니다. ㅠ 1415 찍고나니 알아야 할 게 너무 많아서 .. 의욕이 상실되네요.슈차 3 찍어야 한다고 해서.. 1300골 들여 희귀 각인 사서 읽었는데 흑흑.. 이게 장착해야 포인트를 주는군요..ㅠ내 골드....... ㅠㅠㅠ우선 앞으로 해야 할 것은 돌부터 깎고.. 이를 기반으로 악세로 특성이랑 각인 맞추는 거죠?알아보니 블레이드는 원한, 슈차, 잔재 / 기습or예둔 가던데요.지금 고민이.. 일단 돌을 깎아야 하는데.돌 각인을 뭘로 해야 할 지 모르겠어요.원한 슈차 돌은 좀 싸던데 이걸 깎아서 쓰면 될까요? (그리고 이걸 써야 원한 3 슈차 3이 될 듯요.)근데 싼데는 다 이유가 있는 것 같아서..일단 돌부터 깎게 되면 천천히 악세 맞추면 될 듯 한데어떤 돌을 사야할까요? ","기습각인을하실꺼면유물사멸써야하구요앙몽쓰실꺼면기습각인빼고아드세팅을하면됩니다지금생각하시는기습각인너으시면잔재슈차원한기습저받이러케세팅하시면됩니다각인15개활성화해야3랩적용입니다, 사멸하려고합니당.돌각인어떤걸사야할까요?"
뉴비 가디언토벌 질문있습니다.,안녕하세요이제 5일차되는 뉴비입니다.스익을 날리다보니 템을 하나하나 맞춰서 올라가야하는데 그러다보니가디언 토벌 등 웬만한 컨텐츠를 다 해야하더라고요이제 템렙 920인데 이전까지는 템이 구리거나 죽어도 다들 봐주셔서 괜찮은데어둠의 레기오로스 도는데 템렙이랑 각인 원한도 없다고 들어오기전에 이런거 확인하고 들어오라고 하더라고요 물론 책망하시는 분위기는 아니셨습니다.그러다보니 이제 매칭 돌리기가 조심스러워져서 공략들도 확인해보고 있는데사실상 공략법들이라고 올라와 있는게.. 너무 옛날거라 봐도 이상하고요암튼 이게 몇렙서부터나 아니면 어느 보스서부터 공략을 숙지해서 매칭을 돌려야하는지최소한으로 해딩팟으로 반숙까지 올리고 가야하는 보스의 최소치를 알고싶습니다. ,"직업각인영웅까지읽고각인창에2개끼우고다녀요어차피직각은나중에도계속쓰는거라미리읽어두시면던전다닐때도편할겁니다공략은대충옛날거보고가도돼요크게변하진않았을테니까요, 넵알겠습니다, 1302중갑나크부터하면될듯싶습니다., 넵"
무지성 쌩 뉴비 직업 추천좀 부탁 드려도 될까요?,"성별 상관 없으며룩도 상관 없습니다.한푼 두푼 모아 스펙업 하며조금의 과금도 없이 즐기려 합니다.딜탱힐 상관은 없으나체방이든 피흡이든 회피율이든 뭐든 생존률은 좀 높았으면 합니다.스킬 피하고 장판 피하고 다 하겠지만딜을 하는데 있어 피지컬, 뇌지컬 필요 없이 걍 들이박는 수준의 플레이 스타일이었으면 좋겠습니다.꾸준히 하겠지만 무과금이니 만큼 최상위 컨텐츠 까지는 바라지도 않으며로아의 전체적인 플레이 스타일 및 지식 습득과 함께추후 마음에 든 캐릭터를 본격적으로 육성하기 위해 자금을 마련할 수 있을 정도면 좋겠습니다.많은 로스트아크 유저분들 추천 부탁드립니다.","역시이모든걸가진건리퍼인가싶내요할수있습니다.가능합니다.!, ?, 무지성인저도그건아닌거알아요..나빴다증말..., 윗댓무시하시고창술사,배마,블레이드정도에서추천드립니다, 딜러키울때추천해주신것들참고하겠습니다감사합니다, 딱워로드같네요.파티취업황족.템값싸고.다른캐릭들죽어나갈때혼자맞딜., 워!, 워붕이가가깝네, 로!, 삭제된 코멘트입니다., 드!, 추천해주신분들(한분빼고)감사합니다!, 블래스터도..., 충동데모닉or유산스카추천"
"뉴비 4일차 섬의마음 20개 퀘스트 질문이요,,,,","스익케릭으로 오페르 섬의마음1개 가지구있구여점핑케릭으로 섬의마음 19개 퀘스트 다해서 등록하러갔는데20개 보상은 못받고 20개 등록은 되어있는데19개짜리케릭에 1개 더 만들어서 들고가야되는건가요,,,혹시 그렇게 해야되는거면 좀 쉽게 섬의마음 얻을수있는 퀘스트가 뭐가 있나요....하루종일 했는데 보상 못받으니 현타오지게와서.........","섬마가지고있는캐릭터로다등록을해야하는거아닐까요?, 기에나석상에반납을해야수집한걸로인식"
뉴비 직업 추천 좀 건슬 vs 워로드,"건슬이냐 워로드냐 고민중인데건슬은 딜러에 여캐, 스타일리쉬한게 끌리고워로드는 든든하고 상남자캐릭에 귀족인게 끌리는데처음 시작하는 캐릭으로는 뭐가 더 나을까요? 둘다 가볍게 스킬 돌려본 결과둘 다 취향엔 맞는거 같은데 처음 하는 캐릭으로는 뭐가 좋을지 궁금하네요","껀슬, 둘다잘나가는직업으로알고있습니다가슴이시키는직업ㄱㄱ, 제가전태로발비하쿠크돌다가건슬넘어온입장에서말씀드리면건슬이훨씬재미잇고전태하다다른캐릭하니첨엔좀많이힘들엇습니다ㅋㅋㅋㅋㅋㅋㅋ건슬추천"
뉴비 화폐거래소 질문이요,만약 10만원치의 골드를 구매 한다고 하면 10만원 캐쉬를 한후 5만원어치를 블루크리스탈 구매 후에 남은 로얄5만원으로 바꾸는 형식인건가요??? 이게 맞는다면 현재 거래되고 있는 골드시세가 제가 처음에 충전한 10만원어치의 값어치는 하는건지요저렇게 크리스탈 두 가지를 나눠서 골드사니까 뭔가 기분이 오묘해서요 그리고 만약 현재 패키지같은거 판매해서 골드 수급하는 법도 있나요?,"아뇨댓글설명보다는이것도헷갈려하시는분들이많아서유튜브에가이드영상있어요화폐거래소사용법이라치면나오는것중에하나봐보세여, 골드구매할땐블루크리스탈을거치는게아니라바로로얄크리스탈로골드를구매합니다."
뉴비 질문있습니다!,예전에 한1달하다가 접고 이번에 친구가 다시꼬득여서 다시복귀한 로린이입니다.혹시 본캐전투렙이중요하던대 빠르게 올리는방법없을가요..,"그건베아트리스쓰면서다양하게즐기면서업해야함그래서템랩도중요하죠경험치물약도길드들면혈석으로바꿔먹을수도있고ㅎ.ㅎ, 전투렙이중요한게아닙니다슨생님"
뉴비 로팡 에포나 부캐로 하는거 맞죠?,"본캐로는 스킬포인트, 거인의 심장  오페별 같은 거 주는 에포나 하고 있어요.게시판 보다보니 부캐로 로팡섬 에포나 하면 좋다고 해서..부캐 하나 딱 있어가지고 이걸로 로팡만 돌릴려고 하는데 이렇게 하는거 맞나요?근데 평판 보상보니까 거의 실링말고는 없던뎅..  실링 모으려고 하는건가요?실링이 부족해본 적은 없는데 나중에 부족해지나요?","나중엔실링이없어진다네요, 강화하고보석돌리시다보면삭제되있어요, 실링안부족하시면지금은평판작하세여평판캐릭2개한다고중복으로안올리가니본캐랑다른거하게여, 실링많이모았다싶다가도뭐하나하다보면눈깜짝할새없어져있더라구여"
뉴비 각인 망한거 같아요,"템레벨은 1400입니다.1. 혼자 카던도는 세트로 잔재 각인 두 개2. 레이드 돌 때 원한 각인 두 개 박았을 때일단 저는 잔재를 쓰는데.. 버스트가 활성화 되어있어서 잔재 버프를 못받는 상태입니다. ㅠㅠ파밍되는 악세들 무지성으로 끼다보니 어느새 이렇게 되어 있네요..경매장에서 전설 악세 싹다 바꿔야 할까요. 가격이 막 1골 5골 이래서 골드 부담은 없는데 페온 때문에 신경쓰이네요.어차피 1415 가면 유물로 바꾸니까 그냥 쓰란 분도 계신데.. 1415 되면 유물 악세로 금방 바꾸는건가요..? 일단 잔재가 안도니 제가 다 기운이 없네요 ㅠ,.ㅠ 버스트 쓰고 공속 빨라지는 재미로 하고 있었는데.. 그냥 이대로 쓸까요.. 아니면 1415까지 버티나요.. 도와주셔요..","유물가서바꾸시는게좋으실거에요, 1415가서유물로바꾸는거는사서끼는거니까마음먹으면바로할수있습니다유물로바꾸는거추천, 1415이후에나신경써야할일을벌써부터고민?, 각인이망하는게어디쏘배워두면다쓸데가있거늘"
스익중인 뉴비 질문드립니다..!,이제 파프니카까지 완료했는데요1. 파란돌부터 노란돌까지 카던이나 퀘스트로 얻은돌은 창고에 다 박아놨는데 쓰이는 돌이 있는지 궁금합니다유튜브로 알아봤을때는 다 구매해서 사용하시던데 파란거나 보라색돌은 그냥 다 상점행으로하면될까요..?2. 카던에서나오는 장신구는 분해가 안되던데 그냥 상점행으로 하는건가요 아니면 따로 장신구 분해 하는 방법이 있는건가요?답변 달아주시면 감사하겠습니다! 남은 명절 잘 보내세요~,"1.스익으로3티가면1~2티재료들쓸곳이없음,거래가능은거래소에올리고나머지는상점행2.분해안되는거는상점행이나파괴뿐, 1돌중에원한각성예리한둔기전문의중갑등남들이잘쓰는돌위주로파시든가쓰시든가요12티어돌은분해2카던에서나오는게왜분해가안됌슨생님인벤창열어서밑에보면분해있음클릭하시면분해설정나옴그기서어디까지분해할것인지나옴2"
찐뉴비 영지레벨,지금 2레벨인데 1415렙이구용배럭육성 위해서 강화완화연구영지레벨10  찍고싶은데시간이랑 골드얼마나들까요??2주 5천골정도면될까요?,"10은금방찍을거에요정령의회복약이나중급오레하만들어서팔면경험치도먹고골드도쪼금벌수있음, 템만들고연구풀로돌리고하면굼방오름, 파견열심히돌면금방오릅니다."
뉴비 부캐와 모코코 관련해서 질문드립니다.,"안녕하세요 도화가 보고 시작해서 본캐 도화가로 스익 밀고 있고,에포나랑 기타 숙제용 부캐 소서리스랑 건슬링어 만들었습니다.  여기서 질문이 1. 하익은 그냥 본캐 도화가 스익 끝나고 주면 될까요 ? 2. 도화가 스익 진행하면서 모코코 모으면서 진행하다가 380개쯤 모았는데, 너무 힘들어서 찾아보니까    굳이 안 모아도 된다는 글을 본 것 같은데 맞을까요 ?이정도 질문드립니다 ! 감사합니다","1.네하익바로주면돼용2.모코코는굳이안주워도되는거맞아요ㅋㅋ.., 감사합니다!!!!!, 알트+L참고해서보상품목확인후에결정하세요, 안주워도된다?지금은글쵸하지만하게됩니다슨상님은, ㄷㄷㄷㄷㄷㄷㄷ네좀더찾아볼게요감사합니다!"
뉴비이거 얼마에 팔아야대여,발탄 하드돌다신속품질85에직각3 원한5 공속감소1 짜리 인데 시세검색해봐도 좀 비인기직업이라 시세가 없음...대충 다른직업군 직각 비교하면서 올리면되나여??,"직각이뭔지알아야견적이나오죠, 두둥이예요!, 두동선호가낮긴한데판매히스토리보면그래도80품이상기준3만~5만선거래는나옵니다"
복귀뉴비 건슬링어 키워도 될까요?,"현재 하익으로 1380 도화가를 키우고있는 유저인데요!도화가 각인?이랑 세팅하려고 하니까 너무 비싸더라구요...힐이 애매하다고 싫어하시는 분들도 있는 것 같고, 파티에도 요즘 서포터 자리가 구하기 힘들다고 하길래ㅜ마침 원거리 딜러를 하고 싶어서 건슬링어를 하려고 하니까 이것도 과금러들을 위한 캐릭터라고 하더라구요스익도 아무생각 없이 이미 아르카나한테 써버려서 못하구...건슬링어한텐 지식 전수? 600골짜리 하나만 해뒀는데 무소과금으로 건슬링어를 키우는건 힘들어서 비추인가요??또 도화가 하익도 있고, 점핑권 다 써서...(하익 캐릭 체인지 격투가->도화가로 이미 사용했어요!)도화가를 어느정도 키우고 건슬링어를 하는게 좋을까요?아래는 현재 도화가 세팅이예요ㅠ","효율만따지면다른걸로넘어가더라도스익하익컴플리트보상까지는받고시작하는게좋음계속이거했다가저거했다가카더라까지휘둘리면뭐하나제대로크는게없음애초에셋팅비걱정할게아니라무과금뉴비가하익스익점핑까지다버리고새캐릭첨부터키우는거자체가힘듬, 그렇군요!지금스익은파푸니카만밀면돼서거의다끝났구,도화가하익보상받은다음에골드벌면서건슬생각해봐야겠네요!감사합니다ㅎㅎ, 서폿세팅이비싸다한들딜러에못비빔.도화가출시거품도많이빠진상태여서순수악세값은4만골대에정리가능함.딜러캐는성장할수록투자비용이기하급수적으로늘어요.감안하고만드셈, 그렇군요...건슬링어너무맘에들었는데아쉽네요일단도화가하익끝내구생활이랑하면서골드벌어서해야겠네요감사합니다~"
1415 찐뉴비 직업선택 조언좀부탁드려요,완전쌩뉴비이고 블래스터 하익으로 1415를 찍었는데스킬구성이 너무 노잼이라 다른캐릭 찾다가홀나랑 워로드까지 1415를 찍었네요..현질은 3만원정도로 세캐릭 무지성 강화만 키웠는데발탄 노말 트라이팟가는거랑좀더길게봐서 발탄1인버스기사되는게 목표인데서폿캐릭으로 발탄노말 기사가 가능한가용??소과금 지쳐서 현질 20만정도 계획중입니다..사실 디트가 마음에들어서 디트를 새로 키울까도생각중인데..블래 홀나 워로드 디트4캐릭중 발탄버스기사로는 어떤캐릭이 갠찮을까요??,기사는서폿만아니면다무난하게가능함.근데디트는하지마세요.제가디트인데진짜줫같아요ㅋㅋㅋㅋ어딜가도병신취급에실제로병신이맞긴함디트블래인파세개는하지마셈.병신삼형제고패치받으려면3개월이나남았음.
로아 1일차 뉴비입니다.,로아가 하도 호평 받길래 한번 깔아서 해보고 있는 완전 찐 뉴비입니다!로스트아크에 무슨 컨텐츠가 있는지도 전혀 모르구..친구도 뉴비라서 같이 헤매는 중입니다.옛날옛날 메이플스토리 파티퀘스트 같은 컨텐츠가 따로 있나요?할 수 있는게 뭐고 해야하는게 뭔지 전혀 모르겠어요!검색해보려고 했는데 검색도 뭘 아는게 있어야 할 수 있는지라..복잡해서 엄두도 안나네요 알려주실 분 ㅠ,"죠니니영상찾아보면친절하게설명해준영상개많음., 유튭에로스트아크뉴비검색하시면많이나와요, 윗분말대로유튜버죠니월드추천, 옹글쿠나감사해요!, 어디서버세요?"
3일차 뉴비 스익케릭 질문드립니다.,"검색하여 이것저것 검색하였습니다.질문사항이 몇가지 있어서요...하익을 할지 말지 고민인 지라 도화가케릭입니다.스킬트리도 잘 모르고 해서...우선 1302에서 강화해서 1340은 만드는건 알겠는데하익을 안한다고 가정하였을때1번 이후에 아템레벨이 오르고 카던을 가면 무슨장비로 바꿔서       제련을 해주는것인가요??2번 보라색 퀘스트중 항해하면서 섬을 왔다갔다 시키는게 많던데 꼭해야하나요?3번 노래부르는거랑 감정표현에서 없는것들 꼭 퀘스트하여서 보상으로 습득받아야하나요??4번 언제부터 다른 유저분들이랑 같이 컨텐츠를 할수있는건가요?? 솔직히 스익하면서 보스몹 패턴     봐도 잘모르겠고 그냥 물약 먹어가면서 걍 때려잡았는데 장판떠도 도저히 피할 반응속도가 안나오던데요 스킬       사용하고있다보면 걍 쳐맞게 되던데.... 따로 공략이 필요한건가요?5번 스킬은 8가지 다사용하는건가요?? 포인트가 부족해서 10레벨찍은게 4개,5렙짜리1개 나머지 올 1렙인데 이게         맞는건지....??질문이 좀 많네요 ㅠㅠ 워낙 아는게 아무것도 없다보니 좀 신중하게 뭐든 하게되네요카드도 모르겠고 룬 보석 등등 전부다 모르겠지만 우선 위에 질문들부터 해결하고 다른 궁금증이 생겼으면하네요...부케릭 키우다보면 또 스토리 하게되겠지만 초반 뉴비로써 잘못키워서 또 몇일씩 걸리는 스토리 다시 하려니토악질 나와서 좀 상세히 한 케릭 좀 키워보고 다른케릭을 하던가 해보고싶습니다. 좋은답변 부탁드릴게요 ㅠㅠ",1.일단스토리파푸까지밀고나면1100에가는카던에서차원의장비로다바꿔끼면1302차원장비강화하다보면1325쯤가는카던에서보라색장비드랍되니그걸로장비계승이후보라색장비로1370까지강화후아르고스가서아르고스장비맞춰야함23번은보라색퀘나노래감정표현다필요한거라서시간나실때그냥천천히길게보고하나하나얻어보세영나중에해도됌4.1302부터카던이나가디언토벌에서유저들이랑하구1325이후인가부터오레하어비스던전가면또잼써여
"선생님들 뉴비,,도와주세요,,",선생님들.... 스익 다하구..차원의장비까지..다했는데.. 이제 뭐해야해요?.....하익등록은했어요.... 뭐..해야..하나요?..,"파푸메인퀘를해야지요그리고나서템렙강화, 파푸는다했어요!!저거템강화만하면되나요??, 빠르게넘기시려면차원장비올15강후전설장비로계승참고로1340찍고나면베른남부메인퀘해야됩니다메인퀘안하면카던부터시작해서레이드도못감, 아하그렇군요감사합니다!!!!!!!!!선생님!!!!!!!!!!!, 1.파푸니카스토리밀기2.3티어어비스던전오레하돌기3.1340인가강화하고베른남부스토리밀기4.올15강1370강화후어비스레이드아르고스잡기5.아르고스잡아나온재료로전설4예정2장비만들어갈아입고계승하기6.전설장비다시올15강강화1415찍기기본적인진행루트는이렇겠네요, 선생님도감사합니다!!!!!!!"
2주차 뉴비 질문있습니다!,1. 파푸니카에 있는 카오스던전이랑 베른남부에 있는 카오스던전이랑 다른 보상주는건가요?2. 1415 찎고 하이퍼익스프레스 지원상자에 유물악세서리 50개랑 각인서 20개 선택할수 있던데각인서 골라서 팔면 2천골드정도 확정수급되는데 악세사리 선택해서 고르는게 나은가요?어차피 특성이랑 각인옵션 원하는거 동시에 뜰확률 개적을거 같아서 경매장에서 사는게 차라리 나을거 같은데2천골드라도 받고.. 고견 부탁드립니다.3. 전설장비 전부위 15강으로 1415인데 아직 아르고스도 한번도 안돌았습니다. 여기서 전부위 17강으로 가면 1445가 되는건가요?4. 1415딱렙인데 유물 돌깎고 유물악세사리라도 10만골드정도 써서 제대로 맞춰놔야하나요? (ex 돌 76이상)부탁드립니다 선생님들 ㅎ  ,"1.재료가더많이나옴2.각인서필요없으면파셈.악세는필요한거거의꽝임3.예4.토벌르군단장버스탈거아니고직접할거면싸게3333정도는할만함, 감사합니다ㅎ, 1.그쵸1415부턴유물템도나오기때문에드랍에유물도포함되있어요.2.둘다주는건데영..?3.네15강부턴1강을할시템렙이2.5씩올라요.4.가능하다면33333을맞추는게가장좋지만직업이뭔진모르겠으나뭐가됫든10만골로는어림도없을겁니다.그러니나중에악세와돌전부갈아엎을생각하시고지금은3333이나33331로맞춰서쓰시는게맞아요., 아ㅋㅋㅋㅋㅋ다주는거네요민망..직업은점화소서리스입니다.1370부터3333이었습니당유물어빌리티스톤깎은거는거의평생가나요?고대가기전까지유물악세는돈꽤써서좋은거써야되는게맞는거죠?아그리고1415부터유물나오는건아는데파푸니카의카던이랑베른남부의카던이랑차이점여쭤봤습니다!같은단계라는가정하에요똑같나요?, 일단돌은만약작성자분이33333을가고싶은데전각을한개만배워서33333을맞추고싶다하시면77돌or95돌을무조건깎으셔야가능하고아니다난전각2개배울란다하시면76돌계속쓰셔도됩니다.당연히싼건77돌or97돌을깎고전각1개배우는거지만77or95돌이빨리안깎이면멘탈나가는게문제죠..그어그러니까파푸니카에서카던을가는거랑베른남부에서카던을가는거를말씀하시는건가요??그카던은현재지역이어디든상관없어요.지금계신지역이영향받는게아니라카던입장하려고할때위쪽에보면로헨델,욘,파푸,베른남부등이있는데베른남부가실거면베른남부를선택하고본인렙에맞는단계로가시면되는거라지역은아무상관없습니당.이거말씀하신게맞나..?, 아네맞습니다!베른남부의카던이더드랍이좋다는뉘앙스의유튜브를많이봐서ㅎㅎ무슨말씀이신지다이해했습니다.다른템들은먼훗날고대로넘어갈때갈아엎어야하는데돌은지금깎은게거의평생가는거네요?그러면제대로투자해야겠군요감사합니다~~, 음지금3333이셔서고대전에도한번악세갈아엎으셔야되요1475부턴33333아니면95프로이상이파티거르거든요.1490은33333아니면100프로거절이구요.그래서돌은지금꺼계속쓰실거라면전각2개배우셔서33333을맞춰주셔야되요그게아니라면돌새로깎으셔서77or95이상깎고전각한개만배우셔서33333을맞추던가둘중하나하셔야됩니당., 감사합니다~아직전설돌쓰고있어서용ㅋㅋㅋ유물돌처음깎을때제대로깍아봐야겠네요감사합니다한가지만더여쭐게요카오스던전은매일도는게좋나요휴식게이지좀채우고나서3일에한번정도씩도는게좋나요?매일돌다보니휴식게이지10인데공명의기운100이고이러거든요어떻게하는게좋을까요카던에서보석이랑장비좀드랍하고싶은데ㅠ, 본캐실경우매일도는게당연좋습니다.진짜단순히계산해보면매일3일6번을돌면6회치의보상이고이틀쉬고3일째에2번을돌면4회치의보상이므로3일당2회치의보상차이가나게되요.그러므로본캐는매일도시는게좋고부캐들은매일하기빡세니휴게쌓고돌리시는걸추천드려요.시간이많으시다면야매일돌리시는게당연히좋구요., 뉴비라아직부캐는없어서ㅠㅠ보상이다른거아닌가용??3일치보상을못받지만매일하면갈망이랑정화파편만먹어서보상의질이달라지는거아닌지..잘몰라서요.., 아뇨카던은매일매일공명의기운이100으로리필?되요.그리고이공명의기운을안쓰고놔두면공명의기운50당다음날휴식게이지10이차게되는거구요.그래서하루를쉬게되면공명의기운100을안쓴게되므로다음날휴식게이지20이쌓여서휴식게이지한칸이차게되죠.그리고그갈망이랑정화파편말씀하시는건앞에서말씀드렸다시피매일공명의기운이100으로리필이되는데이공명의기운이한판당50씩깎이므로즉,2판을초과해서돌면그때부턴장비템,보석등이드랍이안되는겁니다.그러니매일2판씩만도시면아무문제없습니다., 아..감사합니다매일매일공명의기운이100일때돌아도그날휴식게이지가10이나0이면보석이나장비드랍이거의안되는거같더라고요..나와야한두개?그래서휴식게이지를채워야하나하고여쭤본겁니다!, 애초에휴식게이지는그냥휴식게이지없이돌았을때의보상을2배로주는거라당연히휴게가없으면템이얼마없어보이긴해요., 아조삼모사군요진짜도움많이됐습니다ㅠㅠ새해복많이받으세요ㅎ"
모코코딱지땐 뉴비 각인좀,곧1460을바라보고있는 늒네 인판데 지금 3333세트를 끼고잇음 원한 예둔 아드 체술을 끼고있고 지금 아드 저받67돌이 있어서 추후 33333을할때 예둔 체술 직각을 읽을생각인데 인파 직각값이 오를거라고 다들전망하길래 체술은 먼저 사놀생각임그러다보니 딱드는생각이 차라리 직각만다읽으면33333되게끔 33332를 맞추면어떨까 생각이드는거임 그래서 묻고싶은건 3333에서 33332를 가면 딜이 몇퍼나오를지가 궁금함 특성은 치신반반 3333은 원예아체고 33332는원아저체예임 2가 예둔,"예둔은디버프생각하면10퍼좀안될꺼같네요, 감삼당"
뉴비가 이벤트 관련해서 질문 올립니다.," 로아 처음 나왔을 때 잠깐 했다가 접구, 오늘 막 시작해서 스토리로 루테란 밀고 있습니다.일단은 스토리 밀면서 진행해야 하는건 알겠는데 진행하는 이벤트들이 너무 많아서 혼란스럽더라구요ㅠㅜ고마워 해야할지... 힘들어 해야할지...아무튼 지금 레벨 15 넘어가고 있는데, 현재(22-01-30) 기준으로 매일 챙겨야 할 이벤트? 혜택?이 뭐가 있을까요..?스토리 밀면서 이건 챙겨가야한다 라는게 뭐가 있을까요??","노천이벤트.한시간접속하면게이지차는이벤트.지금가능한지모르겠으나프레이야섬에서2시간마다열리는이벤트, 1.후끈후끈노천온천만들기대작전=게임접속,플레이시간60분,카던1회클리어시각온기1개씩획득.이걸소모하여아이템획득2.아크라시아의겨울을부탁해=60분이상접속시게이지획득,게이지를소모하여프레이야포인트교환.3.겨울프레이야포인트샵.=위의두가지이벤트활동으로획득한프레이야포인트를소모하여아이템과교환4.프레이야아일랜드(인게임)=매일짝수시간에프레이야섬에서이벤트진행.각종활동을통해프레이야의별을획득하고,전용상인NPC에게아이템교환"
뉴비 보석 질문드려요!!,"안녕하세여. 1370 창술 뉴비에요!지금 3,4레벨 섞어서 보석 끼고 있고 계속 업글 중인데여~보석 갈아 끼울때마다 사용 중인 스킬 효과가 나올때까지변경하느라 실링이 너무 많이 들어서요...저렙 보석이라 그런지 거래소에서 원하는 스킬 효과가 박힌 보석 찾기도 힘들고 ㅠㅠ 어떻게 하는게 좋을까요...","5레벨보석까지는빠르게만들수있는편이니5레벨보석을만들고,메인이되어주는스킬들을먼저변환해준뒤올5레벨이되면,6레벨을건너뛰고7레벨멸화를먼저맞추는것이일반적입니다!6레벨을스킵하는이유도,변환실링을아끼기위해서입니다!, +추가로배럭으로로팡에포나를돌아주시면실링걱정을조금덜수있습니다, 아..헐3레벨부터계속다변환하고있었는데ㅠㅠㅠ답변감사합니다!!, 로팡을꾸준히돌자이런점에선다캐릭이짱, 넵필수에포나끝나면바로로팡돌리겠습니다!!, 5레벨부터변환을하시는게좋습니다.그전은효율이그렇게좋지않아용, 금같은실링을쓸데없이낭비했네요ㅜㅜ답변감사합니다, 업글하지마시고3렙을쭉끼세요보석은단계적으로업그레이드하는게아니라한번에업그레이드하는게무조건좋아요효율때문에보석은보통5,7렙을씁니다그러니까일단은3렙으로끼시다가1415때5렙둘둘하시면되요사람들이5렙을많이쓰니까5렙보석은무조건매물이있거든요그리고변환하지마시고비싸더라도원하는효과를가진보석을사세요그이후엔1475가면서주력기만7렙으로바꾸고최종적으로7둘둘을목표로하시면되요, 넵답변감사합니다!!3단계하나하나씩4단계로바꾸고있었는데멈춰야겠네요.5렙둘둘목표로가겠습니다ㅎㅎ"
방금 설치한 뉴비입니다 아무고토 모르는데 직업 추천 부탁드려요,과금은 소과금정도로 할 생각이구요진입장벽이 낮고 딜 잘나오는 직업 추천 부탁드립니다.점화소서리스는 캐스팅이나 생존기가 부족하다고 해서 점화 소서 빼고 부탁드려요^^,"진입낮고생존좋고이런거면스카우터나데모닉같은변신캐릭들?, 광기버서커!!!!, 애니츠자매들ㅡ절정창술은비쌈스카우터ㅡ유산이나데모닉ㅡ충동, 실린은비싸거나메커니즘이좀어려움슈샤는취향맞으면슈샤만한게없음, 유산스카창술사, 유산스카초기자금매우적게들고내실요구치낮음스킬세개만똑바로맞추고변신들어가면정해진스킬사이클대로만돌리면매우준수한딜링뽑아냄창술사초기자금은꽤많이드는편이지만돈이적게드는루트가연구되고있어서자금이부담된다면그런방법을사용하면됨하지만각인이해결됐다고해도트포작또한비싸긴함깡통자체가딜이매우강함1415부터유물셋이없어도굉장한딜링을뽑음대부분의세팅이매우강함그러나세팅이매우다양하기때문에잘공부하고시작해야함예를들어이런각인을쓰은사람은대체로이런스킬과트포를선택하고이런유물장비를끼는구나을세팅마다공부하고마음에드는걸골라야함이부분에서힘들수있음캐릭터난이도자체는쉬운편"
로아 해볼려고 하는 뉴비가 질문드립니다.,1.어느서버에서 시작하는게 좋나요?2.과금없이 해볼려는데 캐릭터는 어떤걸 해야하나요?,"웨이풀각하실려면카마인으로오세요., 그게뭔가영?, ㅋㅋㅋ이슨생님은장난치는중, 서버는선택지가없어요두개의섭외엔딜캐릭으로하시는게, 딜캐릭이면컨트롤이많이필요한가요?, 로아는컨을음청필요한건아닙니다스킬에대한이해도만있다면발컨을신컨으로변환시켜줍니다, 어차피경매장레이드전섭통합이라지인없으면서버상관없어요"
